"Alt" "Sex" "Age" "Method" "OT" "ANT" "Offset" "Hunter" "Month" "MonthCalendar" "Year"
"1021" "4" "M" "Y" "Trampa" 0 0 2 "HUNT35" 29 5 2013
"1022" "4" "F" "A" "Escopeta" 0 1 1 "HUNT35" 30 6 2013
"1023" "4" "F" "Y" "Escopeta" 0 0 1 "HUNT35" 30 6 2013
"1024" "4" "F" "A" "Trampa" 0 5 1 "HUNT35" 30 6 2013
"1025" "4" "F" "Y" "Trampa" 0 1 1 "HUNT35" 30 6 2013
"1026" "4" "M" "A" "Trampa" 1 2 4 "HUNT35" 31 7 2013
"1027" "3" "M" "A" "Trampa" 0 4 4 "HUNT35" 31 7 2013
"1028" "4" "F" "A" "Trampa" 1 2 4 "HUNT35" 31 7 2013
"1029" "3" "F" "A" "Trampa" 1 4 4 "HUNT35" 31 7 2013
"1030" "4" "M" "Y" "Trampa" 0 0 4 "HUNT35" 31 7 2013
"1031" "3" "M" "Y" "Trampa" 0 0 4 "HUNT35" 31 7 2013
"1032" "4" "F" "Y" "Trampa" 0 0 4 "HUNT35" 31 7 2013
"1033" "3" "F" "Y" "Trampa" 0 1 4 "HUNT35" 31 7 2013
"1034" "4" "M" "A" "Escopeta" 1 0 4 "HUNT35" 31 7 2013
"1035" "3" "M" "A" "Escopeta" 0 0 4 "HUNT35" 31 7 2013
"1036" "4" "F" "A" "Escopeta" 0 0 4 "HUNT35" 31 7 2013
"1037" "3" "F" "A" "Escopeta" 0 0 4 "HUNT35" 31 7 2013
"1038" "4" "M" "Y" "Escopeta" 0 0 4 "HUNT35" 31 7 2013
"1039" "3" "M" "Y" "Escopeta" 0 0 4 "HUNT35" 31 7 2013
"1040" "4" "F" "Y" "Escopeta" 0 0 4 "HUNT35" 31 7 2013
"1041" "3" "F" "Y" "Escopeta" 0 0 4 "HUNT35" 31 7 2013
"1042" "4" "F" "A" "Escopeta" 4 0 2 "HUNT35" 32 8 2013
"1043" "3" "F" "A" "Escopeta" 0 0 2 "HUNT35" 32 8 2013
"1044" "4" "M" "A" "Escopeta" 1 0 2 "HUNT35" 32 8 2013
"1045" "3" "M" "A" "Escopeta" 0 0 2 "HUNT35" 32 8 2013
"1046" "4" "F" "Y" "Escopeta" 0 0 2 "HUNT35" 32 8 2013
"1047" "3" "F" "Y" "Escopeta" 0 0 2 "HUNT35" 32 8 2013
"1048" "4" "M" "Y" "Escopeta" 0 0 2 "HUNT35" 32 8 2013
"1049" "3" "M" "Y" "Escopeta" 0 0 2 "HUNT35" 32 8 2013
"1050" "4" "F" "A" "Trampa" 1 1 2 "HUNT35" 32 8 2013
"1051" "3" "F" "A" "Trampa" 3 1 2 "HUNT35" 32 8 2013
"1052" "4" "M" "A" "Trampa" 0 4 2 "HUNT35" 32 8 2013
"1053" "3" "M" "A" "Trampa" 2 0 2 "HUNT35" 32 8 2013
"1054" "4" "F" "Y" "Trampa" 0 0 2 "HUNT35" 32 8 2013
"1055" "3" "F" "Y" "Trampa" 1 0 2 "HUNT35" 32 8 2013
"1056" "4" "M" "Y" "Trampa" 0 0 2 "HUNT35" 32 8 2013
"1057" "3" "M" "Y" "Trampa" 0 0 2 "HUNT35" 32 8 2013
"1058" "4" "M" "A" "Trampa" 0 6 3 "HUNT36" 2 9 2010
"1059" "4" "F" "A" "Trampa" 0 7 3 "HUNT36" 2 9 2010
"1060" "4" "M" "Y" "Trampa" 0 1 3 "HUNT36" 2 9 2010
"1061" "4" "F" "Y" "Trampa" 0 0 3 "HUNT36" 2 9 2010
"1062" "4" "F" "A" "Trampa" 0 3 1 "HUNT36" 3 10 2010
"1063" "3" "F" "A" "Trampa" 0 5 5 "HUNT36" 13 10 2011
"1064" "2" "F" "A" "Trampa" 3 6 5 "HUNT36" 13 10 2011
"1065" "3" "M" "A" "Trampa" 1 1 5 "HUNT36" 13 10 2011
"1066" "2" "M" "A" "Trampa" 6 2 5 "HUNT36" 13 10 2011
"1067" "3" "F" "Y" "Trampa" 0 1 5 "HUNT36" 13 10 2011
"1068" "2" "F" "Y" "Trampa" 1 0 5 "HUNT36" 13 10 2011
"1069" "3" "M" "Y" "Trampa" 0 0 5 "HUNT36" 13 10 2011
"1070" "2" "M" "Y" "Trampa" 0 0 5 "HUNT36" 13 10 2011
"1071" "3" "F" "A" "Trampa" 0 1 4 "HUNT36" 14 11 2011
"1072" "2" "F" "A" "Trampa" 10 6 4 "HUNT36" 14 11 2011
"1073" "3" "M" "A" "Trampa" 0 0 4 "HUNT36" 14 11 2011
"1074" "2" "M" "A" "Trampa" 4 4 4 "HUNT36" 14 11 2011
"1075" "2" "F" "A" "Trampa" 3 0 4 "HUNT36" 15 12 2011
"1076" "1" "F" "A" "Trampa" 10 1 4 "HUNT36" 15 12 2011
"1077" "2" "M" "A" "Trampa" 0 3 4 "HUNT36" 15 12 2011
"1078" "1" "M" "A" "Trampa" 6 2 4 "HUNT36" 15 12 2011
"1079" "2" "M" "A" "Trampa" 9 6 5 "HUNT36" 16 1 2012
"1080" "2" "F" "A" "Trampa" 16 4 5 "HUNT36" 16 1 2012
"1081" "2" "F" "A" "Trampa" 18 2 4 "HUNT36" 17 3 2012
"1082" "2" "M" "A" "Trampa" 4 0 4 "HUNT36" 17 3 2012
"1083" "2" "F" "Y" "Trampa" 1 0 4 "HUNT36" 17 3 2012
"1084" "2" "M" "Y" "Trampa" 0 0 4 "HUNT36" 17 3 2012
"1085" "2" "F" "A" "Trampa" 5 5 3 "HUNT36" 18 4 2012
"1086" "1" "F" "A" "Trampa" 1 0 3 "HUNT36" 18 4 2012
"1087" "3" "F" "A" "Trampa" 0 4 3 "HUNT36" 18 4 2012
"1088" "2" "M" "A" "Trampa" 4 0 3 "HUNT36" 18 4 2012
"1089" "1" "M" "A" "Trampa" 1 0 3 "HUNT36" 18 4 2012
"1090" "3" "M" "A" "Trampa" 0 1 3 "HUNT36" 18 4 2012
"1091" "2" "M" "Y" "Trampa" 2 0 3 "HUNT36" 19 5 2012
"1092" "2" "F" "Y" "Trampa" 0 0 3 "HUNT36" 19 5 2012
"1093" "2" "M" "A" "Trampa" 3 3 3 "HUNT36" 19 5 2012
"1094" "2" "F" "A" "Trampa" 12 1 3 "HUNT36" 19 5 2012
"1095" "5" "F" "A" "Trampa" 0 13 4 "HUNT36" 20 6 2012
"1096" "2" "F" "A" "Trampa" 2 2 4 "HUNT36" 20 6 2012
"1097" "5" "M" "A" "Trampa" 1 6 4 "HUNT36" 20 6 2012
"1098" "2" "M" "A" "Trampa" 1 2 4 "HUNT36" 20 6 2012
"1099" "5" "F" "Y" "Trampa" 0 1 4 "HUNT36" 20 6 2012
"1100" "2" "F" "Y" "Trampa" 0 0 4 "HUNT36" 20 6 2012
"1101" "5" "M" "Y" "Trampa" 0 1 4 "HUNT36" 20 6 2012
"1102" "2" "M" "Y" "Trampa" 0 0 4 "HUNT36" 20 6 2012
"1103" "2" "M" "A" "Trampa" 0 4 3 "HUNT36" 21 7 2012
"1104" "5" "M" "A" "Trampa" 0 2 3 "HUNT36" 21 7 2012
"1105" "2" "F" "A" "Trampa" 1 7 3 "HUNT36" 21 7 2012
"1106" "5" "F" "A" "Trampa" 1 3 3 "HUNT36" 21 7 2012
"1107" "2" "M" "Y" "Trampa" 0 0 3 "HUNT36" 21 7 2012
"1108" "5" "M" "Y" "Trampa" 0 1 3 "HUNT36" 21 7 2012
"1109" "2" "F" "Y" "Trampa" 0 0 3 "HUNT36" 21 7 2012
"1110" "5" "F" "Y" "Trampa" 0 0 3 "HUNT36" 21 7 2012
"1111" "5" "F" "A" "Trampa" 0 9 3 "HUNT36" 22 8 2012
"1112" "2" "F" "A" "Trampa" 2 1 3 "HUNT36" 22 8 2012
"1113" "5" "M" "A" "Trampa" 0 4 3 "HUNT36" 22 8 2012
"1114" "2" "M" "A" "Trampa" 0 1 3 "HUNT36" 22 8 2012
"1115" "5" "F" "Y" "Trampa" 0 0 3 "HUNT36" 22 8 2012
"1116" "2" "F" "Y" "Trampa" 0 0 3 "HUNT36" 22 8 2012
"1117" "5" "M" "Y" "Trampa" 0 0 3 "HUNT36" 22 8 2012
"1118" "2" "M" "Y" "Trampa" 0 1 3 "HUNT36" 22 8 2012
"1119" "2" "F" "A" "Trampa" 8 3 3 "HUNT36" 23 10 2012
"1120" "2" "M" "A" "Trampa" 1 5 3 "HUNT36" 23 10 2012
"1121" "2" "F" "Y" "Trampa" 1 0 3 "HUNT36" 23 10 2012
"1122" "2" "M" "Y" "Trampa" 0 0 3 "HUNT36" 23 10 2012
"1123" "2" "F" "A" "Trampa" 8 6 3 "HUNT36" 24 11 2012
"1124" "2" "M" "A" "Trampa" 1 2 3 "HUNT36" 24 11 2012
"1125" "2" "F" "Y" "Trampa" 0 1 3 "HUNT36" 24 11 2012
"1126" "2" "M" "Y" "Trampa" 1 0 3 "HUNT36" 24 11 2012
"1127" "2" "F" "A" "Trampa" 8 2 2 "HUNT36" 25 12 2012
"1128" "2" "M" "A" "Trampa" 1 2 2 "HUNT36" 25 12 2012
"1129" "2" "F" "Y" "Trampa" 0 1 2 "HUNT36" 25 12 2012
"1130" "2" "M" "Y" "Trampa" 0 0 2 "HUNT36" 25 12 2012
"1131" "2" "F" "A" "Trampa" 1 0 1 "HUNT36" 32 8 2013
"1132" "2" "M" "A" "Trampa" 0 0 1 "HUNT36" 32 8 2013
"1133" "2" "F" "Y" "Trampa" 0 0 1 "HUNT36" 32 8 2013
"1134" "2" "M" "Y" "Trampa" 1 0 1 "HUNT36" 32 8 2013
"1135" "7" "F" "A" "Escopeta" 5 1 2 "HUNT37" 1 8 2010
"1136" "7" "M" "A" "Escopeta" 3 1 2 "HUNT37" 1 8 2010
"1137" "7" "F" "Y" "Escopeta" 2 0 2 "HUNT37" 1 8 2010
"1138" "7" "M" "Y" "Escopeta" 5 0 2 "HUNT37" 1 8 2010
"1139" "7" "F" "A" "Trampa" 1 3 2 "HUNT37" 1 8 2010
"1140" "7" "M" "A" "Trampa" 0 3 2 "HUNT37" 1 8 2010
"1141" "7" "F" "Y" "Trampa" 0 0 2 "HUNT37" 1 8 2010
"1142" "7" "M" "Y" "Trampa" 0 1 2 "HUNT37" 1 8 2010
"1143" "7" "F" "A" "Trampa" 0 12 2 "HUNT37" 2 9 2010
"1144" "7" "M" "A" "Trampa" 0 5 2 "HUNT37" 2 9 2010
"1145" "7" "F" "A" "Escopeta" 3 0 2 "HUNT37" 2 9 2010
"1146" "7" "M" "A" "Escopeta" 0 0 2 "HUNT37" 2 9 2010
"1147" "7" "F" "A" "Trampa" 0 3 1 "HUNT37" 3 10 2010
"1148" "7" "M" "A" "Trampa" 0 3 1 "HUNT37" 3 10 2010
"1149" "7" "F" "Y" "Trampa" 0 0 1 "HUNT37" 3 10 2010
"1150" "7" "M" "Y" "Trampa" 0 0 1 "HUNT37" 3 10 2010
"1151" "7" "F" "A" "Escopeta" 0 2 1 "HUNT37" 3 10 2010
"1152" "7" "M" "A" "Escopeta" 1 2 1 "HUNT37" 3 10 2010
"1153" "7" "F" "Y" "Escopeta" 1 0 1 "HUNT37" 3 10 2010
"1154" "7" "M" "Y" "Escopeta" 1 0 1 "HUNT37" 3 10 2010
"1155" "7" "F" "A" "Trampa" 0 4 1 "HUNT37" 4 11 2010
"1156" "7" "M" "A" "Trampa" 0 2 1 "HUNT37" 4 11 2010
"1157" "7" "F" "Y" "Trampa" 0 1 1 "HUNT37" 4 11 2010
"1158" "7" "M" "Y" "Trampa" 0 1 1 "HUNT37" 4 11 2010
"1159" "7" "F" "A" "Trampa" 1 4 1 "HUNT37" 5 12 2010
"1160" "7" "M" "A" "Trampa" 0 3 1 "HUNT37" 5 12 2010
"1161" "7" "F" "A" "Trampa" 0 16 3 "HUNT37" 6 1 2011
"1162" "7" "M" "A" "Trampa" 0 10 3 "HUNT37" 6 1 2011
"1163" "7" "F" "Y" "Trampa" 0 3 3 "HUNT37" 6 1 2011
"1164" "7" "M" "Y" "Trampa" 0 1 3 "HUNT37" 6 1 2011
"1165" "7" "F" "A" "Trampa" 0 11 2 "HUNT37" 8 5 2011
"1166" "7" "M" "A" "Trampa" 0 6 2 "HUNT37" 8 5 2011
"1167" "7" "F" "Y" "Trampa" 1 0 2 "HUNT37" 8 5 2011
"1168" "7" "M" "Y" "Trampa" 1 0 2 "HUNT37" 8 5 2011
"1169" "7" "F" "A" "Trampa" 2 7 1 "HUNT37" 9 6 2011
"1170" "7" "F" "A" "Trampa" 1 2 1 "HUNT37" 10 7 2011
"1171" "7" "M" "A" "Trampa" 0 4 1 "HUNT37" 10 7 2011
"1172" "7" "F" "A" "Trampa" 0 7 1 "HUNT37" 11 8 2011
"1173" "7" "M" "A" "Trampa" 0 4 1 "HUNT37" 11 8 2011
"1174" "7" "F" "A" "Trampa" 0 3 1 "HUNT37" 15 12 2011
"1175" "7" "M" "A" "Trampa" 0 2 1 "HUNT37" 15 12 2011
"1176" "7" "F" "A" "Escopeta" 2 1 1 "HUNT37" 15 12 2011
"1177" "7" "M" "A" "Escopeta" 0 0 1 "HUNT37" 15 12 2011
"1178" "7" "F" "A" "Trampa" 2 2 1 "HUNT37" 17 3 2012
"1179" "7" "M" "A" "Trampa" 0 4 1 "HUNT37" 17 3 2012
"1180" "7" "F" "Y" "Trampa" 0 2 1 "HUNT37" 17 3 2012
"1181" "7" "M" "Y" "Trampa" 0 0 1 "HUNT37" 17 3 2012
"1182" "7" "F" "A" "Trampa" 1 9 2 "HUNT37" 21 7 2012
"1183" "7" "M" "A" "Trampa" 0 9 2 "HUNT37" 21 7 2012
"1184" "7" "F" "Y" "Trampa" 1 2 2 "HUNT37" 21 7 2012
"1185" "7" "M" "Y" "Trampa" 0 2 2 "HUNT37" 21 7 2012
"1186" "7" "F" "A" "Trampa" 0 8 1 "HUNT37" 22 8 2012
"1187" "7" "M" "A" "Trampa" 0 2 1 "HUNT37" 22 8 2012
"1188" "7" "F" "A" "Trampa" 0 13 2 "HUNT37" 23 10 2012
"1189" "7" "M" "A" "Trampa" 1 6 2 "HUNT37" 23 10 2012
"1190" "7" "F" "Y" "Trampa" 0 2 2 "HUNT37" 23 10 2012
"1191" "7" "M" "Y" "Trampa" 0 2 2 "HUNT37" 23 10 2012
"1192" "7" "F" "A" "Trampa" 2 7 1 "HUNT37" 25 12 2012
"1193" "7" "M" "A" "Trampa" 0 0 1 "HUNT37" 25 12 2012
"1194" "7" "F" "Y" "Trampa" 0 0 1 "HUNT37" 25 12 2012
"1195" "7" "M" "Y" "Trampa" 0 3 1 "HUNT37" 25 12 2012
"1196" "7" "F" "A" "Trampa" 0 2 1 "HUNT37" 26 2 2013
"1197" "7" "M" "A" "Trampa" 0 2 1 "HUNT37" 26 2 2013
"1198" "7" "F" "Y" "Trampa" 0 2 1 "HUNT37" 26 2 2013
"1199" "7" "M" "Y" "Trampa" 0 0 1 "HUNT37" 26 2 2013
"1200" "7" "F" "A" "Trampa" 0 6 1 "HUNT37" 27 3 2013
"1201" "7" "M" "A" "Trampa" 0 4 1 "HUNT37" 27 3 2013
"1202" "7" "M" "A" "Escopeta" 0 1 1 "HUNT37" 31 7 2013
"1203" "7" "F" "A" "Escopeta" 0 1 1 "HUNT37" 31 7 2013
"1204" "7" "M" "Y" "Escopeta" 0 0 1 "HUNT37" 31 7 2013
"1205" "7" "F" "Y" "Escopeta" 0 2 1 "HUNT37" 31 7 2013
"1206" "7" "F" "A" "Trampa" 1 4 1 "HUNT37" 32 8 2013
"1207" "7" "M" "A" "Trampa" 0 2 1 "HUNT37" 32 8 2013
"1208" "7" "F" "Y" "Trampa" 0 2 1 "HUNT37" 32 8 2013
"1209" "7" "M" "Y" "Trampa" 0 1 1 "HUNT37" 32 8 2013
"1210" "5" "F" "A" "Trampa" 0 3 1 "HUNT38" 1 8 2010
"1211" "5" "M" "A" "Trampa" 0 1 1 "HUNT38" 1 8 2010
"1212" "4" "F" "A" "Trampa" 0 4 2 "HUNT38" 3 10 2010
"1213" "5" "F" "A" "Trampa" 0 4 2 "HUNT38" 3 10 2010
"1214" "4" "M" "A" "Trampa" 0 2 2 "HUNT38" 3 10 2010
"1215" "5" "M" "A" "Trampa" 0 1 2 "HUNT38" 3 10 2010
"1216" "4" "F" "Y" "Trampa" 0 0 2 "HUNT38" 3 10 2010
"1217" "5" "F" "Y" "Trampa" 0 2 2 "HUNT38" 3 10 2010
"1218" "4" "M" "Y" "Trampa" 0 0 2 "HUNT38" 3 10 2010
"1219" "5" "M" "Y" "Trampa" 0 0 2 "HUNT38" 3 10 2010
"1220" "5" "F" "A" "Trampa" 0 8 3 "HUNT38" 4 11 2010
"1221" "5" "M" "A" "Trampa" 0 4 3 "HUNT38" 4 11 2010
"1222" "5" "F" "Y" "Trampa" 0 1 3 "HUNT38" 4 11 2010
"1223" "5" "M" "Y" "Trampa" 1 2 3 "HUNT38" 4 11 2010
"1224" "5" "F" "A" "Trampa" 0 9 2 "HUNT38" 7 4 2011
"1225" "5" "M" "A" "Trampa" 0 2 2 "HUNT38" 7 4 2011
"1226" "5" "F" "A" "Escopeta" 0 1 2 "HUNT38" 7 4 2011
"1227" "5" "M" "A" "Escopeta" 0 0 2 "HUNT38" 7 4 2011
"1228" "5" "F" "A" "Trampa" 0 4 1 "HUNT38" 8 5 2011
"1229" "5" "M" "A" "Trampa" 0 4 1 "HUNT38" 8 5 2011
"1230" "5" "F" "A" "Trampa" 0 13 2 "HUNT38" 10 7 2011
"1231" "5" "M" "A" "Trampa" 0 6 2 "HUNT38" 10 7 2011
"1232" "5" "F" "A" "Trampa" 2 16 4 "HUNT38" 11 8 2011
"1233" "5" "M" "A" "Trampa" 1 19 4 "HUNT38" 11 8 2011
"1234" "5" "F" "A" "Trampa" 0 28 4 "HUNT38" 12 9 2011
"1235" "5" "M" "A" "Trampa" 0 9 4 "HUNT38" 12 9 2011
"1236" "5" "F" "Y" "Trampa" 1 0 4 "HUNT38" 12 9 2011
"1237" "5" "M" "Y" "Trampa" 0 0 4 "HUNT38" 12 9 2011
"1238" "5" "F" "A" "Trampa" 0 5 2 "HUNT38" 13 10 2011
"1239" "5" "M" "A" "Trampa" 0 8 2 "HUNT38" 13 10 2011
"1240" "5" "F" "Y" "Trampa" 0 1 2 "HUNT38" 13 10 2011
"1241" "5" "M" "Y" "Trampa" 0 0 2 "HUNT38" 13 10 2011
"1242" "5" "F" "A" "Trampa" 0 1 2 "HUNT38" 15 12 2011
"1243" "5" "M" "A" "Trampa" 0 0 2 "HUNT38" 15 12 2011
"1244" "5" "F" "A" "Escopeta" 1 6 2 "HUNT38" 15 12 2011
"1245" "5" "M" "A" "Escopeta" 0 6 2 "HUNT38" 15 12 2011
"1246" "5" "F" "A" "Escopeta" 2 5 2 "HUNT38" 17 3 2012
"1247" "5" "M" "A" "Escopeta" 1 2 2 "HUNT38" 17 3 2012
"1248" "5" "F" "A" "Trampa" 1 2 2 "HUNT38" 17 3 2012
"1249" "5" "M" "A" "Trampa" 1 0 2 "HUNT38" 17 3 2012
"1250" "5" "M" "A" "Escopeta" 2 6 3 "HUNT38" 18 4 2012
"1251" "5" "F" "A" "Escopeta" 1 12 3 "HUNT38" 18 4 2012
"1252" "5" "M" "A" "Escopeta" 1 6 2 "HUNT38" 19 5 2012
"1253" "5" "F" "A" "Escopeta" 0 5 2 "HUNT38" 19 5 2012
"1254" "5" "M" "Y" "Escopeta" 0 0 2 "HUNT38" 19 5 2012
"1255" "5" "F" "Y" "Escopeta" 0 2 2 "HUNT38" 19 5 2012
"1256" "5" "F" "A" "Trampa" 0 7 1 "HUNT38" 20 6 2012
"1257" "5" "M" "A" "Trampa" 0 2 1 "HUNT38" 20 6 2012
"1258" "5" "F" "Y" "Trampa" 0 0 1 "HUNT38" 20 6 2012
"1259" "5" "M" "Y" "Trampa" 0 1 1 "HUNT38" 20 6 2012
"1260" "5" "F" "A" "Trampa" 0 14 3 "HUNT38" 21 7 2012
"1261" "5" "M" "A" "Trampa" 0 8 3 "HUNT38" 21 7 2012
"1262" "5" "F" "Y" "Trampa" 0 2 3 "HUNT38" 21 7 2012
"1263" "5" "M" "Y" "Trampa" 0 1 3 "HUNT38" 21 7 2012
"1264" "5" "F" "A" "Escopeta" 2 1 3 "HUNT38" 21 7 2012
"1265" "5" "M" "A" "Escopeta" 0 0 3 "HUNT38" 21 7 2012
"1266" "5" "F" "Y" "Escopeta" 0 0 3 "HUNT38" 21 7 2012
"1267" "5" "M" "Y" "Escopeta" 0 0 3 "HUNT38" 21 7 2012
"1268" "5" "F" "A" "Trampa" 1 4 1 "HUNT38" 22 8 2012
"1269" "5" "M" "A" "Trampa" 1 1 1 "HUNT38" 22 8 2012
"1270" "5" "F" "Y" "Trampa" 0 0 1 "HUNT38" 22 8 2012
"1271" "5" "M" "Y" "Trampa" 0 1 1 "HUNT38" 22 8 2012
"1272" "5" "F" "A" "Trampa" 0 5 1 "HUNT38" 23 10 2012
"1273" "5" "M" "A" "Trampa" 0 2 1 "HUNT38" 23 10 2012
"1274" "5" "F" "A" "Trampa" 3 16 3 "HUNT38" 24 11 2012
"1275" "5" "M" "A" "Trampa" 1 2 3 "HUNT38" 24 11 2012
"1276" "5" "F" "Y" "Trampa" 0 1 3 "HUNT38" 24 11 2012
"1277" "5" "M" "Y" "Trampa" 2 3 3 "HUNT38" 24 11 2012
"1278" "5" "F" "A" "Trampa" 2 3 1 "HUNT38" 25 12 2012
"1279" "5" "M" "A" "Trampa" 0 1 1 "HUNT38" 25 12 2012
"1280" "5" "F" "Y" "Trampa" 0 1 1 "HUNT38" 25 12 2012
"1281" "5" "M" "Y" "Trampa" 0 0 1 "HUNT38" 25 12 2012
"1282" "5" "F" "A" "Trampa" 1 8 4 "HUNT38" 26 2 2013
"1283" "5" "M" "A" "Trampa" 0 5 4 "HUNT38" 26 2 2013
"1284" "5" "F" "Y" "Trampa" 1 2 4 "HUNT38" 26 2 2013
"1285" "5" "M" "Y" "Trampa" 0 3 4 "HUNT38" 26 2 2013
"1286" "5" "F" "A" "Trampa" 0 10 2 "HUNT38" 27 3 2013
"1287" "5" "M" "A" "Trampa" 1 3 2 "HUNT38" 27 3 2013
"1288" "5" "F" "Y" "Trampa" 0 1 2 "HUNT38" 27 3 2013
"1289" "5" "M" "Y" "Trampa" 0 2 2 "HUNT38" 27 3 2013
"1290" "5" "F" "A" "Trampa" 1 1 2 "HUNT38" 31 7 2013
"1291" "5" "M" "A" "Trampa" 0 0 2 "HUNT38" 31 7 2013
"1292" "5" "F" "A" "Escopeta" 0 0 2 "HUNT38" 31 7 2013
"1293" "5" "M" "A" "Escopeta" 1 0 2 "HUNT38" 31 7 2013
"1294" "5" "F" "A" "Trampa" 0 4 1 "HUNT38" 32 8 2013
"1295" "5" "M" "A" "Trampa" 0 2 1 "HUNT38" 32 8 2013
"1296" "5" "F" "Y" "Trampa" 0 2 1 "HUNT38" 32 8 2013
"1297" "5" "M" "Y" "Trampa" 0 1 1 "HUNT38" 32 8 2013
"1298" "4" "F" "A" "Trampa" 0 5 1 "HUNT38" 33 9 2013
"1299" "4" "M" "A" "Trampa" 0 1 1 "HUNT38" 33 9 2013
"1300" "4" "F" "Y" "Trampa" 1 0 1 "HUNT38" 33 9 2013
"1301" "4" "M" "Y" "Trampa" 0 0 1 "HUNT38" 33 9 2013
"1302" "1" "F" "A" "Trampa" 1 0 1 "HUNT39" 1 8 2010
"1303" "1" "F" "A" "Trampa" 1 0 1 "HUNT39" 3 10 2010
"1304" "1" "F" "A" "Trampa" 4 0 2 "HUNT39" 9 6 2011
"1305" "1" "F" "A" "Trampa" 3 0 1 "HUNT39" 10 7 2011
"1306" "1" "F" "A" "Trampa" 6 0 3 "HUNT39" 13 10 2011
"1307" "1" "M" "A" "Trampa" 3 0 3 "HUNT39" 13 10 2011
"1308" "1" "F" "Y" "Trampa" 0 0 3 "HUNT39" 13 10 2011
"1309" "1" "M" "Y" "Trampa" 0 1 3 "HUNT39" 13 10 2011
"1310" "7" "F" "A" "Trampa" 1 0 1 "HUNT40" 27 3 2013
"1311" "7" "M" "Y" "Escopeta" 3 0 2 "HUNT40" 31 7 2013
"1312" "7" "F" "Y" "Escopeta" 0 0 2 "HUNT40" 31 7 2013
"1313" "7" "M" "A" "Escopeta" 0 0 2 "HUNT40" 31 7 2013
"1314" "7" "F" "A" "Escopeta" 1 0 2 "HUNT40" 31 7 2013
"1315" "7" "M" "Y" "Trampa" 0 0 2 "HUNT40" 31 7 2013
"1316" "7" "F" "Y" "Trampa" 0 0 2 "HUNT40" 31 7 2013
"1317" "7" "M" "A" "Trampa" 0 1 2 "HUNT40" 31 7 2013
"1318" "7" "F" "A" "Trampa" 0 3 2 "HUNT40" 31 7 2013
"1319" "6" "F" "Y" "Trampa" 1 0 1 "HUNT41" 4 11 2010
"1320" "3" "F" "A" "Trampa" 3 22 4 "HUNT42" 3 10 2010
"1321" "3" "M" "A" "Trampa" 1 9 4 "HUNT42" 3 10 2010
"1322" "3" "F" "Y" "Trampa" 0 3 4 "HUNT42" 3 10 2010
"1323" "3" "M" "Y" "Trampa" 0 0 4 "HUNT42" 3 10 2010
"1324" "3" "F" "A" "Trampa" 4 8 4 "HUNT42" 4 11 2010
"1325" "3" "M" "A" "Trampa" 1 12 4 "HUNT42" 4 11 2010
"1326" "3" "F" "Y" "Trampa" 0 0 4 "HUNT42" 4 11 2010
"1327" "3" "M" "Y" "Trampa" 0 1 4 "HUNT42" 4 11 2010
"1328" "3" "F" "A" "Escopeta" 0 2 4 "HUNT42" 4 11 2010
"1329" "3" "M" "A" "Escopeta" 0 1 4 "HUNT42" 4 11 2010
"1330" "3" "F" "Y" "Escopeta" 0 0 4 "HUNT42" 4 11 2010
"1331" "3" "M" "Y" "Escopeta" 0 0 4 "HUNT42" 4 11 2010
"1332" "3" "F" "A" "Trampa" 0 9 2 "HUNT42" 6 1 2011
"1333" "3" "M" "A" "Trampa" 0 8 2 "HUNT42" 6 1 2011
"1334" "3" "F" "Y" "Trampa" 0 1 2 "HUNT42" 6 1 2011
"1335" "3" "M" "Y" "Trampa" 0 0 2 "HUNT42" 6 1 2011
"1336" "3" "F" "A" "Escopeta" 0 5 3 "HUNT42" 7 4 2011
"1337" "3" "M" "A" "Escopeta" 0 2 3 "HUNT42" 7 4 2011
"1338" "3" "F" "A" "Trampa" 0 7 3 "HUNT42" 7 4 2011
"1339" "3" "M" "A" "Trampa" 0 6 3 "HUNT42" 7 4 2011
"1340" "3" "F" "A" "Trampa" 5 7 2 "HUNT42" 8 5 2011
"1341" "3" "M" "A" "Trampa" 1 2 2 "HUNT42" 8 5 2011
"1342" "3" "F" "Y" "Trampa" 1 0 2 "HUNT42" 9 6 2011
"1343" "3" "M" "Y" "Trampa" 0 0 2 "HUNT42" 9 6 2011
"1344" "3" "F" "A" "Trampa" 0 6 2 "HUNT42" 9 6 2011
"1345" "3" "M" "A" "Trampa" 2 5 2 "HUNT42" 9 6 2011
"1346" "3" "F" "A" "Trampa" 2 14 2 "HUNT42" 10 7 2011
"1347" "3" "F" "A" "Trampa" 0 12 2 "HUNT42" 11 8 2011
"1348" "3" "M" "A" "Trampa" 3 9 2 "HUNT42" 11 8 2011
"1349" "3" "F" "A" "Trampa" 2 17 2 "HUNT42" 12 9 2011
"1350" "3" "M" "A" "Trampa" 2 4 2 "HUNT42" 12 9 2011
"1351" "3" "M" "A" "Trampa" 0 7 3 "HUNT42" 13 10 2011
"1352" "3" "F" "A" "Trampa" 3 6 3 "HUNT42" 13 10 2011
"1353" "3" "M" "Y" "Trampa" 0 2 3 "HUNT42" 13 10 2011
"1354" "3" "F" "Y" "Trampa" 1 1 3 "HUNT42" 13 10 2011
"1355" "3" "M" "A" "Escopeta" 0 5 3 "HUNT42" 13 10 2011
